Entity,Year,Primary adjusted enrolment ratio (Lee-Lee (2016)),Secondary adjusted enrolment ratio (Lee-Lee (2016)),Tertiary adjusted enrolment ratio (Lee-Lee (2016)),Share of no schooling (Lee-Lee (2016)),Share of primary schooling (Lee-Lee (2016)),Share of secondary schooling (Lee-Lee (2016)),Share of tertiary schooling (Lee-Lee (2016)),Total years of schooling (Lee-Lee (2016)),Years of primary schooling (Lee-Lee (2016)),Years of secondary schooling (Lee-Lee (2016)),Years of tertiary schooling (Lee-Lee (2016)),Male primary adjusted enrolment (Lee-Lee (2016)),Male secondary adjusted enrolment (Lee-Lee (2016)),Male tertiary adjusted enrolment (Lee-Lee (2016)),Female to male years schooling (Lee-Lee (2016)),Regional female to male years schooling (Lee-Lee (2016))
Fiji,1840,0,,,,,,,,,,,,,,,
Fiji,1845,0,,,,,,,,,,,,,,,
Fiji,1850,0,,,,,,,,,,,,,,,
Fiji,1855,0,,,,,,,,,,,,,,,
Fiji,1860,0,,,,,,,,,,,,,,,
Fiji,1865,0.1,,,,,,,,,,,,,,,
Fiji,1870,0.2,,,,,,0,0.01,,,,,,,,
Fiji,1875,0.3,,,,,,0,0.01,,,,,,,,
Fiji,1880,0.6,,,,,,0,0.01,,,,,,,,
Fiji,1885,1,,,,,,0,0.01,,,,,,,,
Fiji,1890,1.8,,,,,,0,0.02,,,,,,,,
Fiji,1895,3,,,,,,0,0.03,,,,,,,,
Fiji,1900,4.9,,,,,,0,0.05,,,,,,,,
Fiji,1905,7.9,,,,,,0,0.08,,,,,,,,
Fiji,1910,12.3,,,,,,0,0.25,,,,,,,,
Fiji,1915,18.6,,,,,,0.1,0.46,,,,,,,,
Fiji,1920,26.9,,,,,,0.3,0.88,,,,,,,,
Fiji,1925,37.1,,,,,,0.6,1.61,,,,,,,,
Fiji,1930,48.5,,,,,,0.8,2,,,,,,,,
Fiji,1935,42.1,,,,,,1,2.41,,,,,,,,
Fiji,1940,52.2,,,,,,1.2,2.76,,,,,,,,
Fiji,1945,69.8,,,,,,1.4,3.08,,,,,,,,
Fiji,1950,85.2,,,,,,1.8,3.77,,,,,,,,
Fiji,1955,87.6,,,,,,2.1,4.24,,,,,,,,
Fiji,1960,73.9,,,,,,2.3,4.57,,,,,,,,
Fiji,1965,73.9,,,,,,2.6,5.24,,,,,,,,
Fiji,1970,91.3,,,,,,2.7,5.67,,,,,,,,
Fiji,1975,100,,,,,,2.9,6.4,,,,,,,,
Fiji,1980,100,,,,,,3.6,7.16,,,,,,,,
Fiji,1985,100,,,,,,4.1,7.85,,,,,,,,
Fiji,1990,100,,,,,,6.7,9.24,,,,,,,,
Fiji,1995,99,,,,,,8.8,10.28,,,,,,,,
Fiji,2000,98.8,,,,,,10.5,9.97,,,,,,,,
Fiji,2005,100,,,,,,11.8,9.76,,,,,,,,
Fiji,2010,100,,,,,,12.7,10.35,,,,,,,,
Finland,1820,1.2,,,,,,,,,,,,,,,
Finland,1825,1.5,,,,,,,,,,,,,,,
Finland,1830,1.8,,,,,,,,,,,,,,,
Finland,1835,2.2,,,,,,,,,,,,,,,
Finland,1840,2.7,,,,,,,,,,,,,,,
Finland,1845,3.3,,,,,,,,,,,,,,,
Finland,1850,4,,,,,,,,,,,,,,,
Finland,1855,4.9,,,,,,,,,,,,,,,
Finland,1860,5.9,,,,,,,,,,,,,,,
Finland,1865,7.2,,,,,,,,,,,,,,,
Finland,1870,8.7,,,,,,0.2,0.13,,,,,,,,
Finland,1875,10.5,,,,,,0.2,0.16,,,,,,,,
Finland,1880,16,,,,,,0.2,0.19,,,,,,,,
Finland,1885,19.9,,,,,,0.3,0.23,,,,,,,,
Finland,1890,25.4,,,,,,0.3,0.3,,,,,,,,
Finland,1895,36.7,,,,,,0.4,0.39,,,,,,,,
Finland,1900,46.6,,,,,,0.6,1.16,,,,,,,,
Finland,1905,54.8,,,,,,0.7,1.55,,,,,,,,
Finland,1910,64.9,,,,,,0.8,1.63,,,,,,,,
Finland,1915,79.4,,,,,,1,1.98,,,,,,,,
Finland,1920,94.8,,,,,,1.2,2.35,,,,,,,,
Finland,1925,100,,,,,,1.4,2.74,,,,,,,,
Finland,1930,100,,,,,,1.6,3.09,,,,,,,,
Finland,1935,100,,,,,,1.8,3.4,,,,,,,,
Finland,1940,100,,,,,,2.1,3.52,,,,,,,,
Finland,1945,100,,,,,,2.8,3.68,,,,,,,,
Finland,1950,100,,,,,,3.1,3.91,,,,,,,,
Finland,1955,100,,,,,,3.7,4.06,,,,,,,,
Finland,1960,97,,,,,,4.5,4.25,,,,,,,,
Finland,1965,92,,,,,,5.4,4.97,,,,,,,,
Finland,1970,100,,,,,,7.5,5.99,,,,,,,,
Finland,1975,100,,,,,,9.9,7.11,,,,,,,,
Finland,1980,96,,,,,,11.7,8.04,,,,,,,,
Finland,1985,100,,,,,,12.5,8.01,,,,,,,,
Finland,1990,99,,,,,,14.4,8.56,,,,,,,,
Finland,1995,100,,,,,,22.3,9.31,,,,,,,,
Finland,2000,100,,,,,,26.1,9.9,,,,,,,,
Finland,2005,99,,,,,,28.7,10.42,,,,,,,,
Finland,2010,99,,,,,,29.8,10.71,,,,,,,,
France,1820,16.6,,,,,,,,,,,,,,,
France,1825,17.6,,,,,,,,,,,,,,,
France,1830,18.6,,,,,,,,,,,,,,,
France,1835,19.7,,,,,,,,,,,,,,,
France,1840,20.8,,,,,,,,,,,,,,,
France,1845,22,,,,,,,,,,,,,,,
France,1850,23.2,,,,,,,,,,,,,,,
France,1855,24.5,,,,,,,,,,,,,,,
France,1860,25.8,,,,,,,,,,,,,,,
France,1865,29.9,,,,,,,,,,,,,,,
France,1870,100,,,,,,0.2,0.71,,,,,,,,
France,1875,100,,,,,,0.2,0.82,,,,,,,,
France,1880,100,,,,,,0.3,1.21,,,,,,,,
France,1885,100,,,,,,0.3,1.56,,,,,,,,
France,1890,100,,,,,,0.3,1.8,,,,,,,,
France,1895,100,,,,,,0.3,2.09,,,,,,,,
France,1900,100,,,,,,0.3,2.35,,,,,,,,
France,1905,100,,,,,,0.4,2.65,,,,,,,,
France,1910,100,,,,,,0.6,2.95,,,,,,,,
France,1915,100,,,,,,0.5,3.21,,,,,,,,
France,1920,100,,,,,,0.6,3.45,,,,,,,,
France,1925,100,,,,,,0.7,3.66,,,,,,,,
France,1930,100,,,,,,0.8,3.79,,,,,,,,
France,1935,100,,,,,,1,3.94,,,,,,,,
France,1940,100,,,,,,1.2,4.11,,,,,,,,
France,1945,100,,,,,,1.5,4.27,,,,,,,,
France,1950,100,,,,,,1.7,4.42,,,,,,,,
France,1955,100,,,,,,2,4.56,,,,,,,,
France,1960,97,,,,,,2.4,4.32,,,,,,,,
France,1965,98,,,,,,4.1,4.78,,,,,,,,
France,1970,98,,,,,,6.3,5.46,,,,,,,,
France,1975,98,,,,,,8.5,6.05,,,,,,,,
France,1980,100,,,,,,8.8,6.37,,,,,,,,
France,1985,98,,,,,,10.9,7.37,,,,,,,,
France,1990,100,,,,,,13.6,8.32,,,,,,,,
France,1995,100,,,,,,16.9,9.36,,,,,,,,
France,2000,99.7,,,,,,20.2,10.22,,,,,,,,
France,2005,100,,,,,,21.7,10.86,,,,,,,,
France,2010,100,,,,,,26.3,11.34,,,,,,,,
Gambia,1820,0.3,,,,,,,,,,,,,,,
Gambia,1825,0.4,,,,,,,,,,,,,,,
Gambia,1830,0.5,,,,,,,,,,,,,,,
Gambia,1835,0.6,,,,,,,,,,,,,,,
Gambia,1840,0.8,,,,,,,,,,,,,,,
Gambia,1845,1,,,,,,,,,,,,,,,
Gambia,1850,1.3,,,,,,,,,,,,,,,
Gambia,1855,1.7,,,,,,,,,,,,,,,
Gambia,1860,2.1,,,,,,,,,,,,,,,
Gambia,1865,2.7,,,,,,,,,,,,,,,
Gambia,1870,3.4,,,,,,0,0.05,,,,,,,,
Gambia,1875,4.3,,,,,,0,0.06,,,,,,,,
Gambia,1880,5.5,,,,,,0,0.08,,,,,,,,
Gambia,1885,6.9,,,,,,0,0.1,,,,,,,,
Gambia,1890,8.6,,,,,,0,0.13,,,,,,,,
Gambia,1895,10.7,,,,,,0,0.16,,,,,,,,
Gambia,1900,13.3,,,,,,0,0.2,,,,,,,,
Gambia,1905,11.2,,,,,,0,0.24,,,,,,,,
Gambia,1910,9.1,,,,,,0,0.26,,,,,,,,
Gambia,1915,7.8,,,,,,0,0.25,,,,,,,,
Gambia,1920,6.5,,,,,,0,0.25,,,,,,,,
Gambia,1925,5.2,,,,,,0.1,0.25,,,,,,,,
Gambia,1930,3.8,,,,,,0.1,0.26,,,,,,,,
Gambia,1935,4.6,,,,,,0.1,0.36,,,,,,,,
Gambia,1940,5.5,,,,,,0.1,0.37,,,,,,,,
Gambia,1945,6.3,,,,,,0.1,0.38,,,,,,,,
Gambia,1950,7.1,,,,,,0.1,0.41,,,,,,,,
Gambia,1955,10,,,,,,0.2,0.44,,,,,,,,
Gambia,1960,10,,,,,,0.2,0.48,,,,,,,,
Gambia,1965,19,,,,,,0.2,0.54,,,,,,,,
Gambia,1970,21,,,,,,0.2,0.58,,,,,,,,
Gambia,1975,21,,,,,,0.2,0.75,,,,,,,,
Gambia,1980,50,,,,,,0.5,1,,,,,,,,
Gambia,1985,68,,,,,,0.9,1.32,,,,,,,,
Gambia,1990,52,,,,,,1.4,1.85,,,,,,,,
Gambia,1995,63.1,,,,,,2,2.33,,,,,,,,
Gambia,2000,82.3,,,,,,1.9,2.77,,,,,,,,
Gambia,2005,85.2,,,,,,1.7,3.39,,,,,,,,
Gambia,2010,82.5,,,,,,1.6,3.92,,,,,,,,
Germany,1820,21.2,,,,,,,,,,,,,,,
Germany,1825,23.4,,,,,,,,,,,,,,,
Germany,1830,25.8,,,,,,,,,,,,,,,
Germany,1835,28.4,,,,,,,,,,,,,,,
Germany,1840,31.1,,,,,,,,,,,,,,,
Germany,1845,33.9,,,,,,,,,,,,,,,
Germany,1850,36.9,,,,,,,,,,,,,,,
Germany,1855,40,,,,,,,,,,,,,,,
Germany,1860,43.1,,,,,,,,,,,,,,,
Germany,1865,46.4,,,,,,,,,,,,,,,
Germany,1870,49.6,,,,,,0.3,2.22,,,,,,,,
Germany,1875,52.9,,,,,,0.4,2.44,,,,,,,,
Germany,1880,53.9,,,,,,0.4,2.67,,,,,,,,
Germany,1885,59.2,,,,,,0.5,2.89,,,,,,,,
Germany,1890,58.4,,,,,,0.6,3.1,,,,,,,,
Germany,1895,57.5,,,,,,0.7,3.31,,,,,,,,
Germany,1900,56.1,,,,,,0.8,3.48,,,,,,,,
Germany,1905,58.2,,,,,,0.9,3.62,,,,,,,,
Germany,1910,87.3,,,,,,1,3.74,,,,,,,,
Germany,1915,92.2,,,,,,1.2,4.42,,,,,,,,
Germany,1920,97.1,,,,,,1.6,5.07,,,,,,,,
Germany,1925,79.2,,,,,,1.8,5.55,,,,,,,,
Germany,1930,85.1,,,,,,1.7,5.57,,,,,,,,
Germany,1935,86.6,,,,,,2,5.94,,,,,,,,
Germany,1940,87.3,,,,,,2.2,6.24,,,,,,,,
Germany,1945,92.8,,,,,,2.3,6.56,,,,,,,,
Germany,1950,98.2,,,,,,2.8,7.21,,,,,,,,
Germany,1955,77.6,,,,,,2.9,7.47,,,,,,,,
Germany,1960,100,,,,,,3.1,7.54,,,,,,,,
Germany,1965,82.8,,,,,,3.2,7.5,,,,,,,,
Germany,1970,82.8,,,,,,2.9,7.1,,,,,,,,
Germany,1975,88,,,,,,5.6,7.17,,,,,,,,
Germany,1980,82,,,,,,7.2,7.36,,,,,,,,
Germany,1985,81,,,,,,8.7,7.73,,,,,,,,
Germany,1990,89,,,,,,13.4,8.96,,,,,,,,
Germany,1995,100,,,,,,16.9,9.93,,,,,,,,
Germany,2000,100,,,,,,18.9,10.59,,,,,,,,
Germany,2005,100,,,,,,19.4,11.98,,,,,,,,
Germany,2010,100,,,,,,22.4,12.58,,,,,,,,
Ghana,1820,0,,,,,,,,,,,,,,,
Ghana,1825,0.1,,,,,,,,,,,,,,,
Ghana,1830,0.1,,,,,,,,,,,,,,,
Ghana,1835,0.1,,,,,,,,,,,,,,,
Ghana,1840,0.1,,,,,,,,,,,,,,,
Ghana,1845,0.2,,,,,,,,,,,,,,,
Ghana,1850,0.2,,,,,,,,,,,,,,,
Ghana,1855,0.3,,,,,,,,,,,,,,,
Ghana,1860,0.4,,,,,,,,,,,,,,,
Ghana,1865,0.5,,,,,,,,,,,,,,,
Ghana,1870,0.6,,,,,,0,0.01,,,,,,,,
Ghana,1875,0.8,,,,,,0,0.02,,,,,,,,
Ghana,1880,1.1,,,,,,0,0.02,,,,,,,,
Ghana,1885,1.4,,,,,,0,0.02,,,,,,,,
Ghana,1890,1.9,,,,,,0,0.03,,,,,,,,
Ghana,1895,2.4,,,,,,0,0.04,,,,,,,,
Ghana,1900,3.2,,,,,,0,0.05,,,,,,,,
Ghana,1905,4.2,,,,,,0,0.1,,,,,,,,
Ghana,1910,5.4,,,,,,0,0.15,,,,,,,,
Ghana,1915,7,,,,,,0.1,0.19,,,,,,,,
Ghana,1920,8.5,,,,,,0.1,0.27,,,,,,,,
Ghana,1925,9.6,,,,,,0.1,0.32,,,,,,,,
Ghana,1930,9.4,,,,,,0.1,0.36,,,,,,,,
Ghana,1935,9.7,,,,,,0.2,0.45,,,,,,,,
Ghana,1940,12.7,,,,,,0.3,0.51,,,,,,,,
Ghana,1945,24,,,,,,0.4,0.56,,,,,,,,
Ghana,1950,23.6,,,,,,0.6,0.7,,,,,,,,
Ghana,1955,43.9,,,,,,0.7,0.83,,,,,,,,
Ghana,1960,33,,,,,,0.7,1.1,,,,,,,,
Ghana,1965,59.9,,,,,,0.5,2.03,,,,,,,,
Ghana,1970,55.6,,,,,,0.3,3.35,,,,,,,,
Ghana,1975,61.7,,,,,,0.8,4.23,,,,,,,,
Ghana,1980,63.4,,,,,,1.2,4.93,,,,,,,,
Ghana,1985,57.3,,,,,,1.7,5.63,,,,,,,,
Ghana,1990,66.9,,,,,,2.2,6.05,,,,,,,,
Ghana,1995,66.9,,,,,,2.6,6.27,,,,,,,,
Ghana,2000,81.7,,,,,,2.7,6.67,,,,,,,,
Ghana,2005,84.8,,,,,,2.8,7.35,,,,,,,,
Ghana,2010,100,,,,,,3.1,7.66,,,,,,,,
Greece,1820,7.4,,,,,,,,,,,,,,,
Greece,1825,8.6,,,,,,,,,,,,,,,
Greece,1830,10.1,,,,,,,,,,,,,,,
Greece,1835,11.8,,,,,,,,,,,,,,,
Greece,1840,13.7,,,,,,,,,,,,,,,
Greece,1845,15.9,,,,,,,,,,,,,,,
Greece,1850,18.4,,,,,,,,,,,,,,,
Greece,1855,21.1,,,,,,,,,,,,,,,
Greece,1860,24.1,,,,,,,,,,,,,,,
Greece,1865,25.5,,,,,,,,,,,,,,,
Greece,1870,30.1,,,,,,0.2,0.78,,,,,,,,
Greece,1875,33.4,,,,,,0.3,0.89,,,,,,,,
Greece,1880,36.7,,,,,,0.3,1.02,,,,,,,,
Greece,1885,34.5,,,,,,0.3,1.14,,,,,,,,
Greece,1890,39.5,,,,,,0.3,1.26,,,,,,,,
Greece,1895,41.8,,,,,,0.3,1.37,,,,,,,,
Greece,1900,45.7,,,,,,0.5,1.64,,,,,,,,
Greece,1905,48,,,,,,0.6,1.8,,,,,,,,
Greece,1910,50.2,,,,,,0.5,2.03,,,,,,,,
Greece,1915,28.4,,,,,,0.6,2.29,,,,,,,,
Greece,1920,45.9,,,,,,0.7,2.42,,,,,,,,
Greece,1925,69.2,,,,,,0.9,2.61,,,,,,,,
Greece,1930,79.7,,,,,,1.1,2.98,,,,,,,,
Greece,1935,83.4,,,,,,1.4,3.56,,,,,,,,
Greece,1940,84.5,,,,,,1.5,3.94,,,,,,,,
Greece,1945,85.6,,,,,,1.5,4.36,,,,,,,,
Greece,1950,86.7,,,,,,1.6,4.39,,,,,,,,
Greece,1955,79.8,,,,,,1.7,5.79,,,,,,,,
Greece,1960,91.8,,,,,,2.2,7.78,,,,,,,,
Greece,1965,99,,,,,,3,6.68,,,,,,,,
Greece,1970,97,,,,,,5,6.84,,,,,,,,
Greece,1975,97,,,,,,7.2,7.15,,,,,,,,
Greece,1980,96,,,,,,9.8,7.58,,,,,,,,
Greece,1985,98.8,,,,,,11.6,8.37,,,,,,,,
Greece,1990,93,,,,,,13.9,9.34,,,,,,,,
Greece,1995,94,,,,,,16,9.54,,,,,,,,
Greece,2000,96,,,,,,15.7,9.9,,,,,,,,
Greece,2005,100,,,,,,25.4,10.95,,,,,,,,
Greece,2010,100,,,,,,29.6,11.36,,,,,,,,
Guatemala,1820,1.6,,,,,,,,,,,,,,,
Guatemala,1825,1.9,,,,,,,,,,,,,,,
Guatemala,1830,2.3,,,,,,,,,,,,,,,
Guatemala,1835,2.8,,,,,,,,,,,,,,,
Guatemala,1840,3.5,,,,,,,,,,,,,,,
Guatemala,1845,4.2,,,,,,,,,,,,,,,
Guatemala,1850,5.1,,,,,,,,,,,,,,,
Guatemala,1855,6.2,,,,,,,,,,,,,,,
Guatemala,1860,7.5,,,,,,,,,,,,,,,
Guatemala,1865,9.1,,,,,,,,,,,,,,,
Guatemala,1870,11,,,,,,0,0.22,,,,,,,,
Guatemala,1875,13.1,,,,,,0,0.26,,,,,,,,
Guatemala,1880,15.7,,,,,,0,0.32,,,,,,,,
Guatemala,1885,18.6,,,,,,0,0.38,,,,,,,,
Guatemala,1890,30.4,,,,,,0,0.46,,,,,,,,
Guatemala,1895,32.9,,,,,,0,0.59,,,,,,,,
Guatemala,1900,21.1,,,,,,0.2,0.84,,,,,,,,
Guatemala,1905,21.6,,,,,,0.2,0.91,,,,,,,,
Guatemala,1910,22.1,,,,,,0.2,1.07,,,,,,,,
Guatemala,1915,25.8,,,,,,0.2,1.2,,,,,,,,
Guatemala,1920,16.4,,,,,,0.2,1.31,,,,,,,,
Guatemala,1925,34.5,,,,,,0.3,1.28,,,,,,,,
Guatemala,1930,26.5,,,,,,0.3,1.29,,,,,,,,
Guatemala,1935,28.8,,,,,,0.3,1.42,,,,,,,,
Guatemala,1940,20.1,,,,,,0.3,1.43,,,,,,,,
Guatemala,1945,29.2,,,,,,0.3,1.41,,,,,,,,
Guatemala,1950,29.7,,,,,,0.4,1.32,,,,,,,,
Guatemala,1955,35.1,,,,,,0.5,1.35,,,,,,,,
Guatemala,1960,38.7,,,,,,0.6,1.41,,,,,,,,
Guatemala,1965,43,,,,,,0.6,1.51,,,,,,,,
Guatemala,1970,48,,,,,,1,1.78,,,,,,,,
Guatemala,1975,53,,,,,,1.1,2.11,,,,,,,,
Guatemala,1980,58,,,,,,2,2.94,,,,,,,,
Guatemala,1985,63.9,,,,,,2.2,3.27,,,,,,,,
Guatemala,1990,66.4,,,,,,2.5,3.66,,,,,,,,
Guatemala,1995,73.1,,,,,,2.8,3.96,,,,,,,,
Guatemala,2000,88.9,,,,,,2.7,4.35,,,,,,,,
Guatemala,2005,98.9,,,,,,2.3,4.33,,,,,,,,
Guatemala,2010,100,,,,,,0,5.21,,,,,,,,
Guyana,1820,1.6,,,,,,,,,,,,,,,
Guyana,1825,2,,,,,,,,,,,,,,,
Guyana,1830,2.4,,,,,,,,,,,,,,,
Guyana,1835,2.9,,,,,,,,,,,,,,,
Guyana,1840,3.6,,,,,,,,,,,,,,,
Guyana,1845,4.4,,,,,,,,,,,,,,,
Guyana,1850,5.3,,,,,,,,,,,,,,,
Guyana,1855,6.5,,,,,,,,,,,,,,,
Guyana,1860,13.8,,,,,,,,,,,,,,,
Guyana,1865,16.2,,,,,,,,,,,,,,,
Guyana,1870,43.2,,,,,,0,0.25,,,,,,,,
Guyana,1875,44.4,,,,,,0,0.38,,,,,,,,
Guyana,1880,53.2,,,,,,0,0.63,,,,,,,,
Guyana,1885,44.1,,,,,,0,0.87,,,,,,,,
Guyana,1890,64.1,,,,,,0,1.11,,,,,,,,
Guyana,1895,64.4,,,,,,0,1.3,,,,,,,,
Guyana,1900,62.4,,,,,,0,1.56,,,,,,,,
Guyana,1905,64.7,,,,,,0,1.79,,,,,,,,
Guyana,1910,81.2,,,,,,0,1.98,,,,,,,,
Guyana,1915,68.4,,,,,,0,2.3,,,,,,,,
Guyana,1920,78.8,,,,,,0.1,2.58,,,,,,,,
Guyana,1925,80.7,,,,,,0.1,2.75,,,,,,,,
Guyana,1930,93.2,,,,,,0.3,2.97,,,,,,,,
Guyana,1935,85.9,,,,,,0.3,3.2,,,,,,,,
Guyana,1940,91.2,,,,,,0.4,3.44,,,,,,,,
Guyana,1945,100,,,,,,0.4,3.59,,,,,,,,
Guyana,1950,100,,,,,,0.5,4.36,,,,,,,,
Guyana,1955,100,,,,,,0.7,4.6,,,,,,,,
Guyana,1960,95,,,,,,0.7,4.91,,,,,,,,
Guyana,1965,98.5,,,,,,0.8,5.35,,,,,,,,
Guyana,1970,87,,,,,,0.8,5.76,,,,,,,,
Guyana,1975,84,,,,,,1.3,6.16,,,,,,,,
Guyana,1980,88.4,,,,,,1.6,6.65,,,,,,,,
Guyana,1985,91.1,,,,,,1.4,7.04,,,,,,,,
Guyana,1990,99,,,,,,1.3,7.27,,,,,,,,
Guyana,1995,89.3,,,,,,0.8,7.92,,,,,,,,
Guyana,2000,100,,,,,,0.1,8.43,,,,,,,,
Guyana,2005,100,,,,,,0.2,8.79,,,,,,,,
Guyana,2010,82.6,,,,,,0.4,9,,,,,,,,
Haiti,1820,0,,,,,,,,,,,,,,,
Haiti,1825,0,,,,,,,,,,,,,,,
Haiti,1830,0,,,,,,,,,,,,,,,
Haiti,1835,0,,,,,,,,,,,,,,,
Haiti,1840,0,,,,,,,,,,,,,,,
Haiti,1845,0,,,,,,,,,,,,,,,
Haiti,1850,0,,,,,,,,,,,,,,,
Haiti,1855,0,,,,,,,,,,,,,,,
Haiti,1860,0,,,,,,,,,,,,,,,
Haiti,1865,0,,,,,,,,,,,,,,,
Haiti,1870,0,,,,,,0,0.01,,,,,,,,
Haiti,1875,0,,,,,,0,0.01,,,,,,,,
Haiti,1880,0,,,,,,0,0.01,,,,,,,,
Haiti,1885,0,,,,,,0,0.01,,,,,,,,
Haiti,1890,0,,,,,,0,0.01,,,,,,,,
Haiti,1895,0,,,,,,0,0.01,,,,,,,,
Haiti,1900,0,,,,,,0.1,0.14,,,,,,,,
Haiti,1905,0.3,,,,,,0.1,0.2,,,,,,,,
Haiti,1910,1.6,,,,,,0.1,0.22,,,,,,,,
Haiti,1915,2.1,,,,,,0.1,0.27,,,,,,,,
Haiti,1920,9.6,,,,,,0.1,0.31,,,,,,,,
Haiti,1925,18.3,,,,,,0.1,0.34,,,,,,,,
Haiti,1930,21.5,,,,,,0.1,0.4,,,,,,,,
Haiti,1935,23.4,,,,,,0.1,0.55,,,,,,,,
Haiti,1940,24.1,,,,,,0.1,0.72,,,,,,,,
Haiti,1945,20.1,,,,,,0.2,0.77,,,,,,,,
Haiti,1950,30.6,,,,,,0.2,0.6,,,,,,,,
Haiti,1955,38.2,,,,,,0.2,0.68,,,,,,,,
Haiti,1960,22.7,,,,,,0.2,0.83,,,,,,,,
Haiti,1965,24.6,,,,,,0.3,0.99,,,,,,,,
Haiti,1970,24.6,,,,,,0.3,1.22,,,,,,,,
Haiti,1975,29.6,,,,,,0.4,1.56,,,,,,,,
Haiti,1980,33,,,,,,0.6,2.07,,,,,,,,
Haiti,1985,44,,,,,,0.6,3.05,,,,,,,,
Haiti,1990,26,,,,,,0.7,3.56,,,,,,,,
Haiti,1995,26,,,,,,0.8,4.06,,,,,,,,
Haiti,2000,97.4,,,,,,0.8,4.44,,,,,,,,
Haiti,2005,98.4,,,,,,0.8,4.9,,,,,,,,
Haiti,2010,99.1,,,,,,0.9,5.17,,,,,,,,
Honduras,1820,1.5,,,,,,,,,,,,,,,
Honduras,1825,1.9,,,,,,,,,,,,,,,
Honduras,1830,2.3,,,,,,,,,,,,,,,
Honduras,1835,2.9,,,,,,,,,,,,,,,
Honduras,1840,3.6,,,,,,,,,,,,,,,
Honduras,1845,4.5,,,,,,,,,,,,,,,
Honduras,1850,5.7,,,,,,,,,,,,,,,
Honduras,1855,7,,,,,,,,,,,,,,,
Honduras,1860,8.7,,,,,,,,,,,,,,,
Honduras,1865,10.7,,,,,,,,,,,,,,,
Honduras,1870,13.1,,,,,,0,0.25,,,,,,,,
Honduras,1875,16,,,,,,0,0.3,,,,,,,,
Honduras,1880,19.3,,,,,,0,0.37,,,,,,,,
Honduras,1885,23.2,,,,,,0,0.46,,,,,,,,
Honduras,1890,25.7,,,,,,0,0.55,,,,,,,,
Honduras,1895,28.6,,,,,,0,0.66,,,,,,,,
Honduras,1900,30.3,,,,,,0.1,0.76,,,,,,,,
Honduras,1905,32.1,,,,,,0.1,0.94,,,,,,,,
Honduras,1910,33.2,,,,,,0.2,1.1,,,,,,,,
Honduras,1915,32.7,,,,,,0.3,1.22,,,,,,,,
Honduras,1920,26.9,,,,,,0.3,1.52,,,,,,,,
Honduras,1925,17.7,,,,,,0.3,1.57,,,,,,,,
Honduras,1930,19.1,,,,,,0.3,1.55,,,,,,,,
Honduras,1935,19.4,,,,,,0.4,1.51,,,,,,,,
Honduras,1940,27.2,,,,,,0.4,1.52,,,,,,,,
Honduras,1945,28.3,,,,,,0.4,1.57,,,,,,,,
Honduras,1950,30.8,,,,,,0.5,1.65,,,,,,,,
Honduras,1955,44.8,,,,,,0.5,1.75,,,,,,,,
Honduras,1960,58,,,,,,0.5,1.93,,,,,,,,
Honduras,1965,68,,,,,,0.6,2.13,,,,,,,,
Honduras,1970,73.1,,,,,,0.8,2.38,,,,,,,,
Honduras,1975,73,,,,,,0.9,2.73,,,,,,,,
Honduras,1980,76,,,,,,2.3,3.74,,,,,,,,
Honduras,1985,87,,,,,,3.1,4.65,,,,,,,,
Honduras,1990,93,,,,,,3.4,5.07,,,,,,,,
Honduras,1995,97.7,,,,,,3.9,5.47,,,,,,,,
Honduras,2000,97.4,,,,,,4.7,5.87,,,,,,,,
Honduras,2005,100,,,,,,4.7,6.24,,,,,,,,
Honduras,2010,100,,,,,,3.8,6.6,,,,,,,,
Hong Kong,1820,0,,,,,,,,,,,,,,,
Hong Kong,1825,0,,,,,,,,,,,,,,,
Hong Kong,1830,0,,,,,,,,,,,,,,,
Hong Kong,1835,0,,,,,,,,,,,,,,,
Hong Kong,1840,0,,,,,,,,,,,,,,,
Hong Kong,1845,0,,,,,,,,,,,,,,,
Hong Kong,1850,0,,,,,,,,,,,,,,,
Hong Kong,1855,0,,,,,,,,,,,,,,,
Hong Kong,1860,0.4,,,,,,,,,,,,,,,
Hong Kong,1865,1.2,,,,,,,,,,,,,,,
Hong Kong,1870,2.6,,,,,,0,0.01,,,,,,,,
Hong Kong,1875,4.8,,,,,,0,0.02,,,,,,,,
Hong Kong,1880,8.3,,,,,,0,0.04,,,,,,,,
Hong Kong,1885,13.6,,,,,,0,0.07,,,,,,,,
Hong Kong,1890,20.9,,,,,,0,0.12,,,,,,,,
Hong Kong,1895,18.2,,,,,,0,0.2,,,,,,,,
Hong Kong,1900,15.4,,,,,,0,0.32,,,,,,,,
Hong Kong,1905,14.6,,,,,,0,0.4,,,,,,,,
Hong Kong,1910,13.8,,,,,,0.4,0.67,,,,,,,,
Hong Kong,1915,17.9,,,,,,0.8,0.92,,,,,,,,
Hong Kong,1920,22,,,,,,1.1,1.15,,,,,,,,
Hong Kong,1925,37.9,,,,,,1.7,2.11,,,,,,,,
Hong Kong,1930,53.8,,,,,,2.2,2.54,,,,,,,,
Hong Kong,1935,55.9,,,,,,2.5,3,,,,,,,,
Hong Kong,1940,44.9,,,,,,3,3.67,,,,,,,,
Hong Kong,1945,48.5,,,,,,3.3,4.14,,,,,,,,
Hong Kong,1950,35.9,,,,,,3.7,4.46,,,,,,,,
